state,district,disease,cases,deaths,start_date,report_date,status,comments,year,month,week
madhya pradesh,mandla,undifferentiated fever,22,0,2025-08-16,2025-08-16,under surveillance,"Cases of fever with joint pain and myalgia were reported from Village Pipariya (Singhpur), Sub- District Niwas, District Mandla. District RRT investigated the outbreak. Active search for fever cases was done by the health team. Cases were treated at DH Mandla. Cases were in the age group 11-15 years. All 16 blood samples collected and sent to DH Mandla, tested negative for malaria. Out of 6 serum samples collected and sent to National Institute of Research in Tribal Health (NIRTH), Jabalpur, 1 sample tested positive for Chikungunya (IgM ELISA). Entomological survey was done in the affected area. Source reduction activities were undertaken. Health education given and IEC activities done regarding early treatment of cases and personal protection. People were advised to clean water storage tanks at regular intervals.",2025,8,33
jharkhand,latehar,scrub typhus,18,0,2025-08-16,2025-08-16,under surveillance,"Cases were reported from Villages Barwadih (CT), Amdiha, Mangra, Babhandih, Chamardiha, Pokhari Kalan, Betla, Khura, Mandal, Chhipadohar, Panwai, Lat, Herhe, Ledgain, Morwai Kalan, Ukamar, Bode, Chungru, Kechki and Chapri and Ker, Sub-District Barwadih, District Latehar. Cases presented with fever and bodyache. District RRT investigated the outbreak. The affected age group was 1-84 years. Out of 57 serum samples tested by IgM ELISA for Scrub Typhus at Gandhiji Private Hospital Barwadih, 18 samples were positive for Orientia tsutsugamushi. Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,8,33
rajasthan,rajsamand,scrub typhus,10,0,2025-08-15,2025-08-15,"cases of fever with body ache were reported from villages tadawara solankiyan, janawad, umarwas, garhbor, lambori & nathela, sub-district garhbor, district rajsamand. district rrt investigated the outbreak. house to house fever survey was done. dense shrub vegetation was observed in the region. cases were treated at chc charbhuja. out of 10 blood samples collected and sent to rk hospital and rnt medical college, udaipur, 5 samples tested positive for o. tsutsugamushi (igm elisa). community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",nan,2025,8,33
west bengal,purulia,cholera,25,0,2025-08-15,2025-08-16,under surveillance,"Cases of loose watery stool and vomiting were reported from Village Phuphundi, Sub-District Hura, District Purulia. Block RRT investigated the outbreak. Cases were treated symptomatically. 4 cases were treated at RH Hura. Out of 2 rectal swab samples collected and sent to BSMCH Bankura, 1 sample tested positive for V. cholerae by culture. Chlorine tablets were distributed to households. Community awareness and health education given by peripheral team on safe drinking water, hygiene and sanitation",2025,8,33
kerala,kannur,dengue,30,0,2025-08-15,2025-08-19,under surveillance,"Cases were reported from Village Pattuvam, Cheruthazham (CT), Pariyaram (CT) & Ezhome (CT), Sub-District Taliparamba, District Kannur. Cases presented with fever and body ache. District RRT investigated the outbreak. Of the reported cases, 21 were employees of National Electronics, The remaining 9 cases were from adjacent commercial buildings— including Grand Thejus, a pet shop, Gokulam Finance, the Government Employees’ Society and a local barber shop in Kuttukan Complex—as well as from nearby residential households. The affected individuals were in the age group 18 - 55 years. The clustering of cases among employees and individuals in close proximity indicates localized transmission. Cases were treated at UPHC Koovode. Seven serum samples tested positive for NS1 ELISA at KNR RPHL. Anti-larval",2025,8,33
manipur,imphalwest,dengue,45,0,2025-08-15,2025-08-15,"cases of fever with myalgia and fatigue were reported from village moibung khunou, kanglatombi bazar board & sekmai, sub-district lamsang, district imphal west. district rrt investigated the outbreak. house to house fever survey was done. cases were treated. all 45 serum samples collected from 15-08-2025 to 18- 10-2025 tested positive for dengue (rapid ns1, ns1 and igm elisa) cases were in the age group 3-76 years. source reduction activities were done. community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",nan,2025,8,33
bihar,munger,acute diarrheal disease,42,0,2025-08-15,2025-08-15,"cases of loose motion and vomiting were reported from village deoraj, sub-district tetiha bambor, district munger. district rrt investigated the outbreak. the affected age group was 3-75 years. cases were treated symptomatically. 1 water sample collected and sent to nmch patna was potable. chlorine tablets were distributed to households. community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",nan,2025,8,33
assam,dibrugarh,cholera,15,2,2025-08-15,2025-08-16,under surveillance,"Cases were reported from Village Mereli Pathar, Sub-District Chabua, District Dibrugarh. Cases presented with loose stool and vomiting. District RRT investigated the outbreak. The affected age group was 11 months- 70 years. Two deaths were reported: a 12-year-old male died on 09-08-2025 due to loose stools with abdominal pain and vomiting, and a 70-year-old female died on 11-08-2025 due to diarrhoea and vomiting. 1 rectal swab and 2 water samples were collected and tested at the State Referral Laboratory (SRL), Microbiology Department, AMCH, Dibrugarh. The rectal swab was positive for Vibrio cholerae O1 serotype Ogawa. 2 water samples collected were non-potable for drinking. ORS and Zinc tablets were distributed. Community awareness and health education given by the peripheral team on safe drinking water, food habits, hygiene and sanitation.",2025,8,33
assam,barpeta,food poisoning,4,3,2025-08-14,2025-08-16,under surveillance,"Cases were reported from Village Mandia Gaon, Sub-District Baghbor, District Barpeta. Cases presented with vomiting and loose watery stool. District RRT investigated the outbreak. The affected age group was 19-40 years. Three deaths were reported. A 40-year-old male died on 13.08.2025 with hypovolemic shock due to acute gastroenteritis, a 22-year-old male died on 14.08.2025 and a 37-year-old female died on 15.08.2025. 1 sample of uncooked pulse, two samples of uncooked rice, and water samples were collected. The uncooked masur dal and rice samples conformed to prescribed standards. However, the water sample was found unsafe— chemically (pH 6.2 against standard 6.5–8.5) and microbiologically (TNTC coliforms, E. coli detected). The kitchen area was observed to have inadequate hygiene, improper food storage, and lapses in cleanliness. Community awareness and health education given by the peripheral team on safe water and food habits, hygiene and sanitation.",2025,8,33
assam,sonitpur,acute diarrheal disease,86,0,2025-08-14,2025-08-14,under control,"Cases were reported from Tezpur urban area, Sub-District Tezpur, District Sonitpur. Cases presented with multiple episodes of vomiting and loose motion. District RRT investigated the outbreak. The affected age group was 2-76 years. Two families from the affected locality travelled to Bhopal for Sawan Pooja and returned on 12- 08-2025. Symptoms began the next day (13-08-2025) in all family members, indicating a possible exposure during travel or shortly after return. Cases were treated at Kanaklata Civil Hospital and Tezpur Medical College. All 21 stool samples collected and sent to TMCH for culture, showed growth of normal gut flora. Water samples collected were found unsatisfactory for drinking purpose. Alternate drinking water supply was arranged by PHED. Chlorination of water sources was done. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,8,33
chhattisgarh,rajnandgaon,acute diarrheal disease,16,0,2025-08-14,2025-08-14,under surveillance,"Cases of loose motion and vomiting were reported from Village Bairagi Bhedi, Sub- District Chhuriya, District Rajnandgaon. District RRT investigated the outbreak. Pipeline leakages were observed in the locality. Symptomatic treatment was given to cases. 7 cases were treated at CHC Chhuria & GMCH Rajnandgaon. 2 stool samples and 2 water samples were collected and sent to GMC RJN Lab. Stool samples tested negative for cholera by culture. Water samples were potable. Pipeline leakages were repaired by the gram panchayat. Chlorine tablets were distributed to households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,33
gujarat,ahmedabad,crimean congo hemorrhagic fever,1,1,2025-08-14,2025-08-14,under control,"Case was reported from Village Pisawada, Sub-District Dholka, District Ahmadabad. A 46-year- old male presented with disorientation and confusion and was admitted to SVP hospital Ahmedabad where he was found positive for CCHF. The patient died on 08-08-2025 due to illness. Blood sample collected and sent to NIV Pune, tested positive for Nairo virus. District RRT investigated the outbreak. Infection Prevention and Control measures were enhanced to prevent hospital staff and patients from HAI. Health, Animal husbandry and Rural development department teams conducted house to house survey in the affected area. Health education was given on by the peripheral team on hygiene and sanitation.",2025,8,33
uttar pradesh,jhansi,diphtheria,4,2,2025-08-14,2025-08-14,"cases of fever, sore throat and difficulty in swallowing were reported from village moti katra & ramora, sub-district garautha, district jhansi. a 9 years-old-male child with symptoms of swelling in throat and difficulty in swallowing died on 17.07.2025 at gwalior medical college. he was a clinically diagnosed case of diphtheria. upon receiving the information, district rrt investigated the outbreak. house to house survey was done. 3 cases were identified in the affected area. cases were treated at chc rampura. cases were in the age group 6-9 years. 2 throat swab samples collected and sent to sgpgi lucknow, tested positive for c. diphtheriae by culture. vaccination status of the cases was unknown. second death occurred in a 6 years-old-male child on 31.08.2025 at medical college, kanpur. community awareness and health education given by the peripheral team on immunization of cases, hygiene maintenance and proper nutrition.",nan,2025,8,33
maharashtra,gadchiroli,food poisoning,41,0,2025-08-14,2025-08-14,under control,"Cases of loose motion, vomiting and abdominal pain were reported from Village Anantpur, Sub- district Chamorshi, District Gadchiroli. Cases were students of Ashram school Anantpur. District RRT investigated the outbreak. Cases were in the age group 10-18 years. Cases were treated at RH Chamorshi. Community awareness and health education given by the peripheral team on safe food habits, hygiene and sanitation.",2025,8,33
rajasthan,baran,dengue,53,0,2025-08-13,2025-08-13,under surveillance,"Cases of fever, myalgia and fatigue were reported from Village/CHC Koyla, Sub- District/District Baran. District & Block RRT investigated the outbreak. House to house fever survey was done in the affected area. Cases were treated at CHC Koyla. Cases were in the age group 8-66 years. 1 serum sample collected and sent to DPHL Baran tested positive for Dengue (IgM ELISA).2 blood samples collected were positive for Dengue (Rapid NS1). Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,8,33
chhattisgarh,mungeli,food poisoning,79,0,2025-08-13,2025-08-14,under control,"Cases were reported from Village Chinu, Sub-District Mungeli, District Mungeli. Cases presented with loose motions after consuming food in a death ceremony. District RRT investigated the outbreak. The affected age group was 6-79 years. Cases were treated at a health camp established in the locality. 5 stool samples collected and sent to CIMS Bilaspur tested negative for cholera by culture. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,8,33
jammu and kashmir,shopian,chickenpox,11,0,2025-08-13,2025-08-13,under control,"Cases of fever with rash were reported from Village Molu Dange Rpora, Sub-District Barbugh, District Shopian. District RRT investigated the outbreak. Cases were treated symptomatically. Cases were in the age group 4-30 years. All 5 serum samples collected and sent to DPHL Shopian tested positive for Varicella zoster virus (IgM ELISA). Community awareness and health education given by the peripheral team on isolation of cases, hygiene maintenance and proper nutrition.",2025,8,33
arunachal pradesh,longding,measles,10,0,2025-08-13,2025-08-13,under surveillance,"Cases of fever with rash were reported from Niaunu Village, Sub-District Longding HQ, District Longding. District RRT investigated the outbreak. Cases were in the age group of 10 months to 10 years. All the cases were not vaccinated. Symptomatic treatment was given to cases. 10 blood samples were collected and sent to GMC Guwahati, Assam, where 5 were found positive for Measles, tested by IgM ELISA. The cases were given 2 doses of Vitamin A solution. Community awareness and health education given by the peripheral team on isolation of cases, hygiene maintenance and proper nutrition.",2025,8,33
karnataka,kolar,food poisoning,46,0,2025-08-13,2025-08-13,under control,"Cases of loose motion, vomiting and abdominal pain were reported from Village Basavanatha, Sub- District/District Kolar. District RRT investigated the outbreak. Cases were students of Vidya Jyothi College who consumed food (Dosa, Chatne and Rice) in the hostel mess. Cases were treated at SNR District Hospital, Kolar. 1 stool sample tested at DPHL Kolar for Hanging - drop showed no darting type of motility. 1 water sample collected was non-potable. Community awareness and health education given by the peripheral team on safe food habits, hygiene and sanitation.",2025,8,33
karnataka,mandya,undifferentiated fever,46,0,2025-08-13,2025-08-14,under surveillance,"Cases of fever less than 7 days were reported from Village Kereme Galad Oddi & Besagarahalli, Sub-District Shrirangapattana, District Mandya. District RRT investigated the outbreak. Cases were students of Javahar Navodaya Vidyalaya Residential school. Cases were treated at a health camp organized in the school campus. Out of 3 blood samples collected and sent to Besagarahalli PHC, 1 sample tested positive for S. TyphI by widal. 3 RO Plant water samples collected and sent to DSL Lab Mandya were potable. Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,8,33
kerala,pathanamthitta,hepatitis,22,0,2025-08-13,2025-08-14,under surveillance,"Cases were reported from ward 6, Kaviyoor GP, Sub-District Thiruvalla, District Pathanamthitta. Cases presented with symptoms of loss of appetite, pain abdomen and yellow coloured urine. District RRT investigated the outbreak. Majority of the cases were students of NSS High School, NSS LP School and Cherupushpam School. Cases were treated at FHC Kaviyoor. Cases were in the age group 5-33 years. 3 serum samples collected and sent to RPHL Kozhenchery tested positive for Hepatitis A (IgM ELISA). Coliform bacteria was detected in all 4 water samples collected from wells and tested at Kozencherry Laboratory. Chlorination of wells was done. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,33
jammu and kashmir,baramulla,jaundice,12,0,2025-08-12,2025-08-12,under surveillance,"Cases were reported from Village Odura, (Hajam mohalla), CHC Fatehgarh, Sub-District/District Baramulla. Cases presented with loss of appetite, abdominal pain and yellow coloured urine. Block RRT along with District RRT investigated the outbreak. Cases were treated at a health camp organized in the locality. Cases were in age group 8-50 years. Out of 12 blood samples collected and sent to DPHL Baramulla, 3 samples tested positive for Hepatitis A (IgM ELISA). 3 water samples collected were potable. Chlorine tablets were distributed to the households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,33
maharashtra,nagpur,acute diarrheal disease,40,0,2025-08-12,2025-08-13,under control,"Cases of loose watery stool, vomiting with abdominal pain were reported from Police Headquarter Ashi Nagar, UPHC Pachpaoli, District Nagpur. District RRT investigated the outbreak. Cases were treated symptomatically. ORS packets were given to cases. Chlorination of water sources was done. Cases were in the age group 2-58 years. OT test conducted on 2 water samples from NMC water source was found to be potable (0.2 ppm) whereas for water tanks was found to be negative for residual chlorine. Community awareness and health education given by peripheral team on safe drinking water, hygiene and sanitation",2025,8,33
jharkhand,saraikela kharsawan,acute diarrheal disease,18,0,2025-08-12,2025-08-13,under surveillance,"Cases of loose motion and vomiting were reported from Village Mahto Riding, Sub- District Kharsawan, District Saraikela Kharsawan. District RRT investigated the outbreak. Cases were treated at a health camp organized in the affected area. ORS packets and Zinc tablets were given to cases. Chlorine tablets were distributed to households. Community awareness and health education given by peripheral team on safe drinking water,, hygiene and sanitation",2025,8,33
jammu and kashmir,kathua,dengue,23,0,2025-08-12,2025-08-13,under surveillance,"Cases of fever with bodyache and myalgia were reported from Ward 11, Kathua urban, Sub- District/District Kathua. District RRT investigated the outbreak. House to house fever survey was done. Cases were treated symptomatically. 61 blood samples collected and sent to IDSP DPHL Kathua, 23 samples tested positive for Dengue (NS1 ELISA). Source reduction activities were undertaken in the affected area. Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,8,33
madhya pradesh,dindori,undifferentiated fever,12,0,2025-08-12,2025-08-12,under surveillance,"Cases of fever less than 7 days were reported from Village Bahera Mal, PHC Kisalpuri, District Dindori. District RRT investigated the outbreak. House to house fever survey was done in the affected area. Cases were treated at a health camp organized in the locality. Cases were in the age group 1-79 years. All 12 blood samples collected, tested negative for Malaria by RDT. Vector control measures were undertaken. Community awareness and health education given by the peripheral team on use of mosquito nets and cleaning of water in unused containers.",2025,8,33
madhya pradesh,narsinghpur,acute diarrheal disease,26,0,2025-08-11,2025-08-11,under surveillance,"Cases of loose motion and vomiting were reported from Village Jamuniya, Sub-District Gotegaon, District Narsinghpur. District RRT investigated the outbreak. Cases were treated at a health camp organized in the locality. ORS packets and Zinc tablets were given to cases. Cases were in the age group 6-75 years. Chlorination of water sources was done. 2 stool samples collected and sent to Medical College Jabalpur; result awaited. Community awareness and health education given by the peripheral team on use of boiled water for drinking purpose, personal hygiene and sanitation.",2025,8,33
haryana,karnal,leptospirosis,12,0,2025-08-11,2025-08-11,"cases of fever with bodyache were reported from village kohand (30), sub-district gharaunda, district karnal. on 11.08.2025, a leptospirosis positive case from the affected area was reported from pgi chandigarh. district rrt investigated the outbreak. house to house fever survey was done. cases were treated at chc gharaunda. out of 12 serum samples collected and sent to dphl karnal, 5 samples tested positive for leptospirosis (igm elisa). raise awareness about leptospirosis, its transmission & preventive measures. community awareness was done regarding personal hygiene and proper handwashing. people were advised to avoid contact with contaminated water sources and use water proof boots, gloves specially while working in farms, construction sites.",nan,2025,8,33
kerala,kannur,hepatitis,81,0,2025-08-11,2025-08-12,under surveillance,"Cases of vomiting, loss of appetite and anorexia were reported from Village Keezhur, Chavassery & Manathana, ward 8 Iritty Municipality, Sub-District Iritty, District Kannur. Cases were primarily students, teachers, and staff of Iritty Higher Secondary School. District RRT investigated the outbreak. Cases were in the age group 12-49 years. Cases were treated at Taluk hospital Iritty. 2 blood samples collected tested positive for Hepatitis A (IgM ELISA) at MIMS Hospital and RPHL Kannur. 6 blood samples collected and sent to Taluk Hospital Iritty, tested positive for Hepatitis A (Rapid Card test). Water testing of the school's open well revealed heavy contamination with E. coli (97 CFU-100 ml) and coliforms (>300 CFU-100 ml). Following detection, the well was drained, water tanks cleaned, and super chlorination carried out. Field visits by the Taluk Hospital Iritty Public Health Team were conducted on multiple dates, along with a health awareness session for parents. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,8,33
rajasthan,jaipur,hepatitis,20,0,2025-08-11,2025-08-11,"cases of loose motion, vomiting, loss of appetite and abdominal pain were reported from khatipura area, uphc khatipura, district jaipur. district rrt investigated the outbreak. probable cause of outbreak was mixing of sewage water with pipeline supply water. cases were treated at uphc khatipura and at nearby hospitals in the city. out of 11 serum samples collected and sent to sms medical college jaipur, 5 samples tested positive for hepatitis a (igm elisa). water samples collected and sent to the phed lab were potable. chlorination of water sources was done. pipeline leakages were repaired by phed. community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",nan,2025,8,33
haryana,yamunanagar,hepatitis,70,0,2025-08-11,2025-08-11,under control,"Cases of loose watery stools, headache and stomach pain were reported from Village Mukarabpur, Sub-District Chhachhrauli, District Yamunanagar. District RRT investigated the outbreak. The affected age group was 2-80 years. House to House survey conducted by Medical and paramedical teams. First aid post established in the affected area. All cases were treated symptomatically. All 9 stool samples collected and sent to DPHL (IDSP) Yamuna Nagar tested negative for cholera by culture. 4 blood samples collected tested positive for Hepatitis A (IgM ELISA). Out of 14 water samples collected and send to DPHL (IDSP) for bacteriological test. 9 samples were unfit for drinking purpose. Chlorination of water sources was done. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2025,8,33
jammu and kashmir,kathua,chickenpox,11,0,2025-08-11,2025-08-11,under surveillance,"Cases of fever with rash were reported from Bal Ashram (Ward No. 17), Sub-District/District Kathua. District RRT investigated the outbreak. Active search for fever cases was done in the locality. Cases were treated symptomatically. Cases were in the age group 10-15 years. Community awareness and health education given by the peripheral team on isolation of cases, hygiene maintenance and proper nutrition.",2025,8,33
arunachal pradesh,papumpare,scrub typhus,13,0,2025-08-11,2025-08-11,"cases were reported from naharlagun township, sub-district naharlagun eac, district papumpare. cases presented with symptoms of fever, headache and eschar. district rrt investigated the outbreak. the affected age group was 2-37 years. cases were treated symptomatically. out of 101 blood samples collected and sent to dphl trihms, naharlagun, 13 samples tested positive for orientia tsutsugamushi (igm elisa). community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",nan,2025,8,33
jharkhand,garhwa,acute diarrheal disease,15,1,2025-08-11,2025-08-11,under control,"Cases were reported from Village Buka, Sub-District Bhawnathpur, District Garhwa. Cases presented with loose motions and vomiting. District RRT investigated the outbreak. The outbreak was likely due to contaminated drinking water following heavy rainfall and open defecation in the area. The affected age group was 11-80 years. Cases were treated at a health camp established in the affected area. Chlorine tablets were distributed to households. 1 death occurred in an 80-year-old female on 8-8-2025 due to severe dehydration and shock. A health camp was organized. Community awareness and health education given by the peripheral team on use of soap for hand washing before meal and after defecation and boiled water for drinking purpose.",2025,8,33
odisha,sambalpur,undifferentiated fever,28,0,2025-08-10,2025-08-11,under surveillance,"Cases of fever less than 7 days were reported from Village Khulia, Sub-District Sasan, District Sambalpur. Block RRT investigated the outbreak. Cases were students residing in Khulia Ashram school hostel. 100 students were residing in the school hostel. Symptomatic treatment was given to cases. Cases were in the age group 5-14 years. All 28 blood samples collected tested negative for Malaria by RDT. Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,8,32
uttar pradesh,aligarh,acute diarrheal disease,47,0,2025-08-10,2025-08-10,"cases of loose motion and vomiting were reported from bhanpada, chaudhrian, mukhriyan and nagaichpada mohallas, sub-district atrauli, district aligarh. block rrt investigated the outbreak. cases were treated at a health camp organized in the affected area. cases were in the age group 5-70 years. out of 6 stool samples collected and sent to jnmc akigarh,, 3 samples showed growth of e.coli and 1 sample showed growth of klebsiella pneumoniae. ors packets and zinc tablets were given to cases. chlorine tablets were distributed to households. community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",nan,2025,8,32
haryana,yamunanagar,acute diarrheal disease,28,0,2025-08-10,2025-08-10,under control,"Cases were reported from Village Shadipur, Sub-District Jagadhri, District Yamunanagar. Cases presented with symptoms of loose watery stools and stomach pain. District RRT investigated the outbreak. Cases were treated symptomatically. Cases were in the age group 2-60 years. 5 stool samples were collected and tested at DPHL (IDSP) Yamunanagar for cholera culture, all of which were negative. Chlorine tablets were distributed to households. ORS packets and Zinc tablets were given to cases. Community awareness and health education given by peripheral team safe water and food habits, hygiene and sanitation",2025,8,32
punjab,amritsar,acute diarrheal disease,16,2,2025-08-10,2025-08-10,"cases of loose motion, vomiting and stomach ache were reported from village khan kot, block verka, district amritsar. the affected age group was 10-70 years. district rrt investigated the outbreak. 2 blood samples, 3 stool samples and 8 water samples were collected, of which 4 water samples were tested using h₂s vial kits. the samples were sent to dphl, amritsar, and 4 water samples were sent to sphl lab, kharar. stool samples showed growth of e. coli, while blood samples were negative for hepatitis a and e. the water samples were non-potable. the diagnosis was confirmed using elisa and culture methods. based on the verbal autopsy, 2 deaths were reported. the first was a 35-year-old male on 17-08-25 who experienced one night of diarrhea and vomiting. he was not admitted to any healthcare facility, and no medical records were available; the deceased also had a history of drug addiction. the second was a 65-year- old male on 17-08-25 who had two days of loose stools and vomiting, was not hospitalized, and reportedly took medication from a local rmp. zinc, ors and chlorine tablets were distributed. a health camp was organised at a local gurudwara. community awareness and health education given by the peripheral team on water-borne diseases, hygiene and sanitation.",nan,2025,8,32
madhya pradesh,katni,acute diarrheal disease,11,0,2025-08-10,2025-08-10,under control,"Cases of loose motion and vomiting were reported from Village Gudiya pura, Sub-District Bahoriband, District Katni. District RRT investigated the outbreak. Cases were treated at a health camp organized in the locality. Handpump was the source of water used for household consumption. Cases were in the age group 19-65 years. ORS packets and Zinc tablets were given to cases. Water samples were collected on three occasions. In the first round, 5 samples were sent to PHE, all found not consumable. In the second round, 6 samples were tested by PHE and found consumable. In the third round, 6 samples were again tested by PHE and found consumable. Chlorine tablets were distributed to households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
rajasthan,udaipur,undifferentiated fever,359,0,2025-08-09,2025-08-09,"cases of fever were reported from village lambi semal, thal, palaya, phc padawali, sub-district gogunda, district udaipur. district rrt investigated the outbreak. house to house survey of 3431 houses was done. a total of 15,120 people were screened for fever. cases were treated at a medical camp established in the locality. cases were in the age group 3-15 years. out of 359 blood samples collected and sent to rnt medical college udaipur, 1 sample tested positive for p. vivax and 3 samples tested positive for p. falciparum. anti-larval activities and fogging was done in the affected areas. community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",nan,2025,8,32
west bengal,birbhum,acute diarrheal disease,35,0,2025-08-09,2025-08-09,under control,"Cases were reported from Adivasi Para, Village Sarbbanandapur, Sub- District Bolpur Sriniketan, District Birbhum. Cases presented with loose motion and vomiting. District RRT investigated the outbreak. The main source of water was a tube well that was used by the affected people. Cases were treated symptomatically. 10 cases were treated at SDH Bolpur. Cases were in the age group 8-71 years. 2 rectal swab samples collected and sent to Suri District Hospital, and tested negative for cholera by culture. Out of 5 water samples collected by PHED, 1 sample was non-potable. Packaged drinking water and mobile water van was arranged in the locality. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
kerala,malappuram,chickenpox,56,0,2025-08-09,2025-09-01,under surveillance,"Cases of fever with rash were reported from Athavanad Government High School, PHC Athavanad, District Malappuram. District RRT investigated the outbreak. Cases were treated symptomatically. Cases were in the age group 8-13 years. The LP and UP sections of the school were closed for a week. Community awareness and health education given by the peripheral team on isolation of cases, hygiene maintenance, proper nutrition and sanitation.",2025,8,32
odisha,rayagada,chikungunya,10,0,2025-08-09,2025-08-09,"cases of fever with joint pain were reported from village jagannathpur, sub-district rayagada, district rayagada. district rrt investigated the outbreak. house to house fever survey was done. cases were treated at phc jagannathpur. out of 10 serum samples collected and sent to mkcg medical college berhampur, 8 samples tested positive for chikungunia (igm elisa). anti- larval activities and fogging was done in the affected area. community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",nan,2025,8,32
uttar pradesh,pratapgarh,acute diarrheal disease,36,0,2025-08-09,2025-08-11,under control,"Cases of loose motion, vomiting and abdominal pain were reported from Village Katka Manapur, Sub- District Pratapgarh, District Pratapgarh. District and Block RRT investigated the outbreak. Cases were treated symptomatically and at CHC Sandwa Chandika. Cases were in the age group 2-80 years. ORS packets were given to cases. Chlorine tablets were distributed to households. Out of 3 water samples collected and sent to Regional Lab Swasthya Bhawan Lucknow, 2 samples were non- potable. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
jammu and kashmir,pulwama,acute diarrheal disease,10,0,2025-08-08,2025-08-09,under control,"Cases were reported from Village Dafer Pora, Lonepora, Sub-District Pulwama, District Pulwama. Cases presented with loose motions, vomiting and abdominal pain. District RRT investigated the outbreak. Cases were in the age group 23-65 years. 3 stool samples were collected and sent to DPHL Pulwama, where normal intestinal flora was isolated. 2 water samples were collected and tested at DPHL Pulwama, both of which were found unsatisfactory. Health education and community awareness activities were conducted on safe drinking water, hygiene and sanitation.",2025,8,32
assam,tinsukia,shigellosis,57,0,2025-08-08,2025-08-09,investigatio n closed,"Cases were reported from Gyankush Residential School, Village No- 1 Balupara Gaon, Sub- District Tinsukia, District Tinsukia. Cases presented with symptoms of loose stool with blood. District RRT investigated the outbreak. The affected age group was 5-18 years. 3 water and 8 stool samples were collected and sent to DPHL Tinsukia for testing. Stool culture showed growth of Shigella species, while MPN results indicated the water samples were satisfactory for drinking. IEC activities on sanitation and hygiene were conducted, children were advised to drink boiled water, and immediate chlorination of all tubewells and drains was suggested.",2025,8,32
maharashtra,gadchiroli,dengue,68,2,2025-08-08,2025-08-11,under surveillance,"Cases of fever with myalgia were reported from Village Yella, Sub- District Mulchera, District Gadchiroli. District RRT investigated the outbreak. House to house search for fever cases was done in the affected area. Cases were treated at a health camp organized in the locality and at PHC Lagam. Out of 227 blood samples collected and sent to Sentinel lab Gadchiroli, 68 samples tested positive for Dengue (NS1 ELISA). Cases were in the age group 3-60 years. 2 deaths occurred in a 40 year old male on 06-08-2025 at SDH Aheri and a 30 year old male died on 08-08-2025 at a private hospital. Vector control measures were undertaken. Community awareness was done on wearing full sleeve clothes and cleaning of water containers to prevent stagnant water.",2025,8,32
madhya pradesh,rajgarh,cholera,33,0,2025-08-08,2025-08-10,under surveillance,"Cases were reported from Village Berad, Sub-District Biaora, District Rajgarh. Cases presented with loose motion and vomiting. District RRT investigated the outbreak. Cases were treated at PHC Napanera. Cases were in the age group 1-85 years. Out of 5 stool samples collected, 2 samples tested positive for V. cholerae (O1) by culture. Chlorine tablets were distributed to households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
haryana,panchkula,chickenpox,16,0,2025-08-08,2025-08-09,under surveillance,"Cases of fever with rash were reported from Village Saketri, Chandi Mandir and Mani Majra(R), Basti Kishangarh, Basti Bhagwanpura(CT), Sub-District Panchkula, District Panchkula. District RRT investigated the outbreak. Cases were treated symptomatically. Cases were in the age group 5-7 years. Community awareness and health education given by the peripheral team on isolation of cases, hygiene maintenance and proper nutrition.",2025,8,32
